item_id,pedido_id,produto_id,quantidade,valor_unitario,subtotal
fb13ad69-1d82-4a5d-a2b9-5b0ae6578301,62e94edb-66f7-4891-959e-59ad9edd5777,14,2,389.9,779.8
108968c2-fa6a-47ef-b96d-db6e18b39a55,c2b03526-10e0-40a0-af4f-5ee587c47fa6,3,2,99.9,199.8
403b7a7d-0402-471a-9a46-79715445b7f5,c2b03526-10e0-40a0-af4f-5ee587c47fa6,10,1,259.9,259.9
1b9eedf0-4fab-46dc-be85-58e9e6fa30e1,6316370d-cffa-4d09-899c-898354af56f2,6,1,179.9,179.9
76ecff4d-5d34-401f-84f6-85804c6039ca,6316370d-cffa-4d09-899c-898354af56f2,4,1,109.9,109.9
49b36190-4e3f-4fab-9d1d-4b277a2b0a3d,6316370d-cffa-4d09-899c-898354af56f2,20,1,219.9,219.9
96cb10d2-6c39-4994-b331-2669a7077a60,a1753827-ed3d-414e-9548-bd99471dd59e,1,1,79.9,79.9
c7e6e225-488f-4441-8d0f-6a4ee3e79a98,a1753827-ed3d-414e-9548-bd99471dd59e,6,1,179.9,179.9
5770c691-95d1-46a8-b564-8cfa61dd2df2,a4a836f7-59e3-42e0-bc5b-1dd3103078fc,1,2,79.9,159.8
d682056f-27dc-422e-89cd-49541b67beec,3224abe0-e341-4170-a6e8-c73f84cb3d9e,8,1,219.9,219.9
cb9a884f-90b9-4401-9168-e59af8a3d390,52cb67e7-df81-43db-834e-496cdeb03500,15,2,419.9,839.8
884fca81-c00d-49fc-a581-df2fc77f6375,52cb67e7-df81-43db-834e-496cdeb03500,13,2,359.9,719.8
e11a9d3a-eab2-4938-8a54-84efd0a2ea71,2b0efab8-68dd-4486-8c92-afe8e1749196,7,2,199.9,399.8
f209955a-8797-46f2-b851-1b677203f288,2b0efab8-68dd-4486-8c92-afe8e1749196,5,2,119.9,239.8
9e4cafa9-0c3f-4d24-bcf8-8d22a493f81d,2b0efab8-68dd-4486-8c92-afe8e1749196,11,1,299.9,299.9
2c34871b-26d5-4643-902f-09a953b1d34c,0febe80c-77d1-4372-9934-56bb47585794,17,2,159.9,319.8
e23e1bc9-1f6b-48e9-b14a-5ac1c5563860,0febe80c-77d1-4372-9934-56bb47585794,3,1,99.9,99.9
97e2a521-5d8f-45d4-be49-7432098692fd,29b300a2-5d9a-4545-ab8f-16f12326629c,18,2,179.9,359.8
0e6aa52d-3ef9-4dbb-adc8-f5c120bd9ea1,029832ac-2599-438f-9c29-2b4c5586a541,17,1,159.9,159.9
f7bbc109-d4f5-4934-8539-462f361f175e,3de750f5-7834-4578-a147-b973c2eafd18,20,2,219.9,439.8
1c5c93fe-c842-4532-a3d5-a43cc0b563a2,ca8240b3-3762-48e2-b6dd-8840fd3d3f7a,11,1,299.9,299.9
9848a54d-9588-4158-9c13-2aec33c23725,ca8240b3-3762-48e2-b6dd-8840fd3d3f7a,2,2,89.9,179.8
db32c4a0-3979-4e37-a66d-80888fc742d9,ca8240b3-3762-48e2-b6dd-8840fd3d3f7a,7,1,199.9,199.9
f8c3c341-5748-4acc-92d5-e82c013d0774,7ce699b1-aa18-47f4-8a6b-a8425bbc234c,8,2,219.9,439.8
482e15a1-7e3f-4d74-975b-f2947fd02cfe,7ce699b1-aa18-47f4-8a6b-a8425bbc234c,4,2,109.9,219.8
1ec3500c-e567-4f3f-8fd9-f05224f43bb7,ae4987f9-6314-4711-8fc9-aad76612ab13,15,2,419.9,839.8
73cf26e4-3f87-46cd-ac7c-851983bcdaad,bedbc6ce-7182-4149-941b-0048c29011f4,14,2,389.9,779.8
1765af5d-dbd5-4f89-a2eb-0c36d3e11b06,bedbc6ce-7182-4149-941b-0048c29011f4,7,1,199.9,199.9
aad30edd-86f2-482f-82db-6897f566b945,bedbc6ce-7182-4149-941b-0048c29011f4,12,1,329.9,329.9
842cfec8-0f67-4bd3-ab57-297a4c9002a3,fc12257e-e411-42f5-9900-14ed8cc6313d,18,1,179.9,179.9
74807117-02c5-4fbc-a2be-ea4bff49b484,fc12257e-e411-42f5-9900-14ed8cc6313d,4,1,109.9,109.9
2123ff56-4012-4d99-ba12-e9786ddb984c,733de3b0-ea59-4015-a647-d97d31dd5a3f,4,2,109.9,219.8
399d5b55-22ac-4425-9e09-417e70020e20,733de3b0-ea59-4015-a647-d97d31dd5a3f,3,1,99.9,99.9
6c737d98-e51e-401a-b71c-e870af37eb56,42c749b8-29ce-41e8-b46e-4a75698d0900,14,1,389.9,389.9
f2456392-2bab-4f4e-828b-5f4706060c19,42c749b8-29ce-41e8-b46e-4a75698d0900,5,2,119.9,239.8
39a413c4-3081-4f80-8405-62c5e2de1c8c,42c749b8-29ce-41e8-b46e-4a75698d0900,1,1,79.9,79.9
4a6da05d-0766-4d6d-b529-c0f06858a6f8,b27ffa96-7a7f-45db-8674-0063acdda0c9,19,2,199.9,399.8
17ef1019-8543-4166-9b62-78302da00391,b27ffa96-7a7f-45db-8674-0063acdda0c9,17,2,159.9,319.8
0a1a6ccb-d377-44f0-990a-ab3506372702,da33f700-b823-4849-866e-2f560670e529,9,2,239.9,479.8
3929d8fc-4c82-4997-8032-ad0cdc2251e7,ef5af339-389e-4b4a-b3fb-810e37e8a632,4,2,109.9,219.8
d94ac421-1860-4d4a-88e6-5ba8885bbb63,72656c85-85e5-43fe-85eb-b6a17d7d6b7b,8,2,219.9,439.8
e88c0375-176c-4f8b-aa78-7afa8e1c84ea,3830a808-9b9f-426a-86ef-ffefb44ba366,7,1,199.9,199.9
c4c969d0-90a0-4135-8587-b905fb2773f2,6be60ae2-ffc9-4a52-b0ed-b954c22c6019,19,1,199.9,199.9
ffda78f0-4dd9-4c11-b374-55c2db52dca9,6be60ae2-ffc9-4a52-b0ed-b954c22c6019,8,2,219.9,439.8
486dc775-88ca-4730-ae05-40741561dd16,6be60ae2-ffc9-4a52-b0ed-b954c22c6019,17,2,159.9,319.8
9c1e7c72-6b49-4a92-be3d-21752bb54d55,b96b018a-3b3f-4c8c-b9fd-b99e1dd22dfa,14,1,389.9,389.9
2ee1a365-1bf3-42ee-91a1-67783d03fdac,9499b660-0113-47a4-9f35-fa78a24d08ca,12,1,329.9,329.9
35383048-37d5-4297-b4d2-fa6429ca6d28,51c2d247-c610-4ca2-95ee-4f767a8b1c5c,8,1,219.9,219.9
09722dd9-9cf0-4a98-a0f5-0bc58b10c2a9,51c2d247-c610-4ca2-95ee-4f767a8b1c5c,12,1,329.9,329.9
3c69bfce-cce3-4186-b222-d1e6993eda49,51c2d247-c610-4ca2-95ee-4f767a8b1c5c,2,2,89.9,179.8
8019ce6a-1395-4a34-8b1f-abbef690884e,2a0dee81-7b7b-427f-969e-28b0c4a318b0,13,1,359.9,359.9
2fa6b20a-9204-410b-99bd-5d141239af51,2a0dee81-7b7b-427f-969e-28b0c4a318b0,7,2,199.9,399.8
4cfab70e-0602-4f0a-87cf-20b7d2ccfaef,2a0dee81-7b7b-427f-969e-28b0c4a318b0,10,2,259.9,519.8
40bae335-be56-4e98-9065-9f18da78e57a,c45b2853-09f1-43e2-a7d2-ddc143d96b73,5,1,119.9,119.9
134c2255-537b-4596-b052-4e845bdad28d,c45b2853-09f1-43e2-a7d2-ddc143d96b73,8,2,219.9,439.8
3d10a1a9-e289-437c-8db6-28d37bc6c135,c45b2853-09f1-43e2-a7d2-ddc143d96b73,16,1,139.9,139.9
e50cca65-82bf-4d1c-9481-bd499a28b8bc,b4a67c23-e54e-4eb7-9110-ac3d0a6a575f,14,2,389.9,779.8
9c4eec3b-b441-4704-9ea4-7adacd398f0b,b4a67c23-e54e-4eb7-9110-ac3d0a6a575f,4,1,109.9,109.9
3c1f7dad-4e50-4f17-b4c1-026c9da33b75,1424894e-f08f-40ef-94c5-d7d543530d3c,15,2,419.9,839.8
293b6c87-a4e3-4aaa-a1c5-cdf84c7eaa0b,1424894e-f08f-40ef-94c5-d7d543530d3c,2,1,89.9,89.9
7bed50e6-ecd8-4606-a492-16d54d9c0f5b,72b4955b-e4a5-4a38-892f-2d19ac882def,4,2,109.9,219.8
f6b1d0ac-c185-4a4e-a01c-44f4f4f07d88,72b4955b-e4a5-4a38-892f-2d19ac882def,5,2,119.9,239.8
3f420810-b699-41b0-98a6-58ea506a6908,72b4955b-e4a5-4a38-892f-2d19ac882def,3,1,99.9,99.9
cbe54a65-da52-4a5d-a425-0e62e5d1c2cb,e52ed18f-d925-46d0-9ff2-82b47ae4732b,6,1,179.9,179.9
cbd44848-8336-43f9-aa76-e1b745a9fc34,e52ed18f-d925-46d0-9ff2-82b47ae4732b,1,2,79.9,159.8
354baae0-7d60-4ffc-8192-7f7fdc73fe45,e52ed18f-d925-46d0-9ff2-82b47ae4732b,8,2,219.9,439.8
a5342368-4818-4baa-be72-313bbdcc658b,3e9d21a7-3f9e-4dcb-a37f-51ea7f34a5aa,18,2,179.9,359.8
5365d1b5-8b2b-4ac0-bf23-87616832edef,3e9d21a7-3f9e-4dcb-a37f-51ea7f34a5aa,9,1,239.9,239.9
d35003cf-87c1-4fd9-a67b-6736312b2e6c,08902b86-2d07-473d-9877-dfc61049d261,14,1,389.9,389.9
c6f6dceb-b42c-4cd8-ba6d-51df07f3be43,6ff14758-2855-465d-853a-4ef96c13ae02,7,2,199.9,399.8
13a3b046-90a2-4b90-895e-c47429f69934,6ff14758-2855-465d-853a-4ef96c13ae02,12,1,329.9,329.9
724f7246-fa8c-4268-ba85-8c98037f5b11,ab340eb6-9daf-40ff-a837-4f75f81b6639,15,1,419.9,419.9
22518591-0732-4ac3-8cab-28c685c2d176,ab340eb6-9daf-40ff-a837-4f75f81b6639,12,2,329.9,659.8
11031ebb-9ccb-4e65-88e9-34f7ad1bfb44,ab340eb6-9daf-40ff-a837-4f75f81b6639,10,2,259.9,519.8
d17f2359-cc3d-4d8d-949d-54b5d19ec089,22000372-51bb-4a2b-8254-c6e8a8c980d0,19,1,199.9,199.9
e277d443-fdc6-4d0b-b112-876affa00e21,22000372-51bb-4a2b-8254-c6e8a8c980d0,4,2,109.9,219.8
5483bb15-000e-449c-a03b-342ca07095ee,22000372-51bb-4a2b-8254-c6e8a8c980d0,8,1,219.9,219.9
23ec39ca-9cdc-4282-b2da-a793b8f08698,53a360e6-2c07-4cb3-87f0-cd5395c1895c,4,1,109.9,109.9
2ab38827-e3e6-4b40-98d6-d475adffd0d1,6c257456-8a54-4f1e-a744-fd224be44c3f,1,2,79.9,159.8
91f2dfbb-4ffd-4ccd-b186-6e68ccda1410,6c257456-8a54-4f1e-a744-fd224be44c3f,18,2,179.9,359.8
db8b3c23-a1ed-4514-b671-29df171308ed,6c257456-8a54-4f1e-a744-fd224be44c3f,2,2,89.9,179.8
e7c1b8c0-e73a-4115-a603-a7bbef35a50a,fe6a7f51-89f8-48cc-a7a2-3dc88a910926,7,2,199.9,399.8
aa328098-47ad-45ee-879e-924662796758,fe6a7f51-89f8-48cc-a7a2-3dc88a910926,8,2,219.9,439.8
451b9ebf-e12a-4910-82b9-4ba87d71f0c7,2b91ad7c-5673-4e86-bc4c-6753a031e652,7,2,199.9,399.8
5b12bbf6-1766-41dd-8a7e-e7fedebbfda8,cd77cea5-af4f-45e3-95e7-2b77faff76fc,18,1,179.9,179.9
89d3da9c-bebe-4e2a-af41-cc80311dbf26,79e1840a-1358-470c-a1d7-adc37a09c2ac,19,1,199.9,199.9
416a329b-ec65-405d-9356-9d96abb27973,79e1840a-1358-470c-a1d7-adc37a09c2ac,13,1,359.9,359.9
ee2ffce0-9935-40ab-8635-a53fb07d55ee,79e1840a-1358-470c-a1d7-adc37a09c2ac,7,1,199.9,199.9
a80da3e7-19fd-4b97-a460-7d208a4eac6c,5739e21d-2916-4eac-9fca-d3a5b22105c9,8,2,219.9,439.8
ba44a876-60d2-49f0-bea7-1331ff89a101,c57920a3-39d5-4ed8-be20-a796961b2d0a,10,1,259.9,259.9
0229c08a-ff45-4a24-9acf-1bb0f80ede97,c57920a3-39d5-4ed8-be20-a796961b2d0a,16,1,139.9,139.9
3eccf26b-d8b7-414b-88f8-a4e637078b29,c57920a3-39d5-4ed8-be20-a796961b2d0a,20,2,219.9,439.8
f59b08f7-4294-405e-b9c3-30f1f69d9b01,9648260c-7fcb-4b71-828a-ea0e8ffd2230,6,1,179.9,179.9
bd45aba4-580e-4f14-9dc7-0986980696b0,9648260c-7fcb-4b71-828a-ea0e8ffd2230,5,1,119.9,119.9
642f20ed-7be4-425b-84af-8be501c50fc9,75bae26d-fa74-4bf9-a7a3-05ef7b9561f8,9,2,239.9,479.8
8bca2f34-5efe-4b7d-8cd0-5005ec8f9509,cf66113e-bf72-4457-b29d-8f1728becac6,15,1,419.9,419.9
7ee79414-e74c-4a04-add5-b6e5f54e80ca,cf66113e-bf72-4457-b29d-8f1728becac6,8,2,219.9,439.8
1ddb357b-17c2-4a96-b900-81c9a7c21f24,a9aa4c05-f920-4f65-9a01-8a1bbfedbead,1,2,79.9,159.8
a0737b33-bc6a-489f-b986-a6b829633d66,a9aa4c05-f920-4f65-9a01-8a1bbfedbead,2,1,89.9,89.9
6655606d-3774-483e-9f56-830d5f209359,a9aa4c05-f920-4f65-9a01-8a1bbfedbead,4,2,109.9,219.8
8198d5de-c4cd-444d-8363-5870ce068b0a,2d5a8878-b15a-4d50-a9b2-3f4178a603e4,11,1,299.9,299.9
1a8a5fb6-89d2-4ca7-b5fc-955be12dff5a,2d5a8878-b15a-4d50-a9b2-3f4178a603e4,4,2,109.9,219.8
7b7805e6-3986-4d55-b5cb-5ceef55d48f7,684ee545-df84-475c-8548-f902f88818c6,15,1,419.9,419.9
a1dac803-e7af-42f5-bacb-b1249107a879,ee417502-4e95-4684-adbd-fc65de99431c,5,1,119.9,119.9
92e09f5b-0322-406e-b19a-b2b7de080b1f,ee417502-4e95-4684-adbd-fc65de99431c,3,2,99.9,199.8
ef79f507-3aa8-46f7-8ebe-b10a888b7ef8,49afa088-265d-45e9-b24d-b5b9b887a213,8,2,219.9,439.8
5266a434-cd6f-4ee8-b139-cf6b2311c996,49afa088-265d-45e9-b24d-b5b9b887a213,10,1,259.9,259.9
eff2d4cc-9066-4136-9b7d-1e846a3b996f,49afa088-265d-45e9-b24d-b5b9b887a213,15,1,419.9,419.9
214f1e6f-e202-4b6f-ba48-119a01a01555,f74493bd-a8b1-4409-be2a-df499947afb1,5,1,119.9,119.9
5bdae29a-7440-4c2d-9624-c02e28425d65,f74493bd-a8b1-4409-be2a-df499947afb1,6,2,179.9,359.8
12e87426-8b47-4d15-b717-a448a7dab744,f74493bd-a8b1-4409-be2a-df499947afb1,14,1,389.9,389.9
f62748ea-7593-42dc-8d53-2dd3dc35f6aa,a05084b4-c0bd-4fa6-ab59-b629f247a179,9,1,239.9,239.9
b3e51d64-3096-4e9c-a681-9fd04c3e055d,29c24db2-8536-4493-8457-f1b19ac0c4b4,13,2,359.9,719.8
1300e7cf-1b91-40b4-a138-984186f5f0ad,29c24db2-8536-4493-8457-f1b19ac0c4b4,4,1,109.9,109.9
3489fc58-3c43-4dcb-88e5-fdb09e510235,29c24db2-8536-4493-8457-f1b19ac0c4b4,12,2,329.9,659.8
91755faf-ed9c-4421-9cfe-5ca150fb8313,7401315e-5a28-4902-8ff9-6ce51c6e3eb0,16,2,139.9,279.8
45c8acaf-0e9a-42db-8f3a-e46c4720331c,7401315e-5a28-4902-8ff9-6ce51c6e3eb0,13,1,359.9,359.9
9336662f-184d-466f-8137-14d0e18fffb5,7401315e-5a28-4902-8ff9-6ce51c6e3eb0,10,2,259.9,519.8
a9e6237a-9454-4505-bbc8-bff4048a94e0,cc490617-5cf0-46ee-b557-e64f8f9759b7,14,1,389.9,389.9
90023871-c55f-444b-8ce7-9e8bd177f445,cc490617-5cf0-46ee-b557-e64f8f9759b7,20,2,219.9,439.8
f127dc53-8a84-469b-87b7-404ab1ef2705,cc490617-5cf0-46ee-b557-e64f8f9759b7,1,2,79.9,159.8
ea25775e-a65f-433f-89ba-0e51989a5331,5ae9ca66-c326-424b-a55f-dd158af3ad11,17,1,159.9,159.9
9156ce19-f5f1-4cb7-aa9b-7fd1ef0e81d2,456db99b-ec84-4b40-a59b-3cdac403b883,1,2,79.9,159.8
5a386b04-3444-448c-a1ab-ed0e369af823,456db99b-ec84-4b40-a59b-3cdac403b883,14,1,389.9,389.9
36044589-1058-482d-9cef-0aff299b13e7,28c8995e-5aa7-4a2d-87bc-e47895adb792,5,2,119.9,239.8
41528e1a-344f-4d17-bb9d-93d9a2be5f1d,f7c049b8-e736-4e4a-864b-89ea2e75da32,2,2,89.9,179.8
37eec37f-3d67-472c-b6e2-55e340fb1bf7,fc113065-c7f9-4677-8b76-27f580e575f1,5,1,119.9,119.9
42f1c39e-2bd1-4232-bb93-0eafd1dbf78b,b2a969b8-03b0-41d2-9621-fef41450ce64,14,1,389.9,389.9
13374deb-5d14-46ee-a9e3-5e8aa39012c9,bd7a0c77-97ed-4bfc-9865-a4f0ecaaa241,14,2,389.9,779.8
061e7c2f-45fa-4bf8-a914-eee784908ffe,bd7a0c77-97ed-4bfc-9865-a4f0ecaaa241,5,2,119.9,239.8
91be83fd-d1a5-4bcd-b7c8-535f81216369,bd7a0c77-97ed-4bfc-9865-a4f0ecaaa241,3,2,99.9,199.8
732d6874-bf6d-49e6-bd96-b621b034e23b,4641e651-c76a-4b6a-a3d3-007728b1f22e,5,1,119.9,119.9
7c54f043-f34f-498d-9ea1-0e69fa039938,9aee33fb-13cb-4c00-aa8c-1d7442a1f94d,3,2,99.9,199.8
286d11bb-44e2-4e01-87c7-b7fff9f70cbf,9aee33fb-13cb-4c00-aa8c-1d7442a1f94d,1,1,79.9,79.9
c6a73cdd-e1e3-4426-81b3-dbdd111a7684,44912895-679e-4cb5-9601-5634e9957cd7,20,1,219.9,219.9
d306f437-b034-4c5f-9602-1f16c0c2edb2,44912895-679e-4cb5-9601-5634e9957cd7,16,1,139.9,139.9
