pedido_id,cliente_id,data_pedido,forma_pagamento,pix_qr_code,status,canal,origem,transportadora,codigo_rastreio,prazo_entrega_dias,valor_total
528b3068-a695-41c9-a178-b062b6ae30d0,56521ec2-c3a0-4959-bdd0-4970bc13aea5,2026-01-19 16:04:30,Cartão de Débito,,Entregue,Site,Google Ads,Loggi,BR6766460981,3.0,849.5
f9389590-5173-413d-b8d7-20765748a628,cd88d7ed-b57d-4338-bc9d-7f714b77c4c1,2023-06-21 03:31:08,Cartão de Crédito,,Entregue,Marketplace,Facebook,Jadlog,BR4482344689,5.0,519.8
cf9b84e5-1c1c-4798-bd48-b4816d244024,5a246639-323d-4786-86c0-0ccf2976d20a,2026-04-16 16:39:11,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Jadlog,BR2744752933,6.0,939.5
907adf70-693c-47da-b65b-2c97f0fab52e,1eb7fc24-1ff9-45ed-8c14-ec5ad66ec58f,2024-09-25 20:31:23,Cartão de Crédito,,Cancelado,Aplicativo,Orgânico,,,,1079.6
88cfcc68-6634-46ea-b878-80f80a00c0c3,dc5a9a19-eb3c-4dbd-8dc0-0ce288e54740,2026-04-25 17:41:04,Cartão de Crédito,,Entregue,Aplicativo,Google Ads,Jadlog,BR0725739264,10.0,579.6
b5bfd1dc-5713-4644-b59d-84d05fdc0796,440edfdf-b2f1-4148-bfb5-3650557e3a1e,2023-09-06 21:38:15,Cartão de Crédito,,Entregue,Site,Orgânico,Correios,BR8878246478,2.0,1069.6
03f74246-035d-4c44-9adc-0b1cddf44cea,bb753083-c894-4793-9154-1254a7ff98fd,2025-04-09 10:59:22,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Correios,BR8096396396,4.0,759.6
46d986fc-99f8-49b3-a8bb-6f76528f6239,b4ab577f-4827-4b08-8516-c62ead705b43,2025-12-11 12:33:48,PIX,892ea2d9-ed4c-49f6-9a35-2eebc4deb1b1,Entregue,Marketplace,Facebook,Jadlog,BR7057808107,2.0,609.7
f0a825ce-6e1a-49f3-ae8f-1eb1175ef5d8,4366e5a8-8fdb-4c43-be6e-b8773d5cae49,2025-01-09 01:40:16,PIX,2ae69efd-e39f-4588-a2a6-bdf9c46d76f3,Entregue,Site,Orgânico,Loggi,BR8814077736,5.0,879.5
ceff6bce-a635-458a-94e9-8bd815375bfe,9d536358-4097-475b-ba77-b4c8c9252505,2024-07-10 04:45:54,PIX,ad0953c9-5043-4473-91fa-9c9bb56c4ddd,Entregue,Aplicativo,Orgânico,Correios,BR6825523028,10.0,399.8
8d789bc2-5be2-4555-a40a-d3ac1bcf6685,e168a805-79bd-4c9c-9db1-3d50ff7927d4,2024-10-09 07:40:33,PIX,5f97ba25-2633-4f57-8915-eae6e8620448,Entregue,Site,Google Ads,Jadlog,BR0389837100,6.0,519.7
7ee28dc8-f43d-4d25-94bb-151b5bd4c1b9,f5d1b2b0-619f-425c-a1c2-b9559ff6f2ab,2023-06-01 01:57:14,Cartão de Débito,,Entregue,Aplicativo,Orgânico,Loggi,BR6041931451,4.0,1399.6
6e2afe35-8c56-4f29-b20f-7b707196bf9b,19978e80-f517-444d-9642-afba85d19d92,2024-12-26 04:58:00,Cartão de Débito,,Cancelado,Aplicativo,Google Ads,,,,119.9
11fa6b26-e0c7-4109-9c43-3c5a4405b281,c9fd233c-d1c6-45f0-8a2e-d8fdc4b3b508,2024-05-12 17:34:23,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Correios,BR0946657871,9.0,879.6
dd5c5a74-3b70-47d1-a014-595fdabbe02a,5d6dce98-7324-4cee-bb80-570104511aa4,2023-01-13 00:24:15,Cartão de Crédito,,Entregue,Site,Facebook,Jadlog,BR7176816322,6.0,829.6
f72fba3a-c451-41c0-9bb4-f917a4a1eb0a,0af33b34-ab26-4ce0-a5e0-c08824ce244d,2025-04-04 21:09:06,PIX,6bad7c77-a71e-436b-9f5b-c82cadb649e5,Entregue,Aplicativo,Google Ads,Loggi,BR9507646470,9.0,1039.6
b2dcf152-6bfd-49cb-8832-9bacd56c1559,d03977a8-6c16-4d5f-8e63-579de18cfccf,2025-12-31 04:36:12,Cartão de Crédito,,Entregue,Site,Orgânico,Total Express,BR6797103312,10.0,709.6
9c2951e0-b2c7-449f-8678-734f58deaf0a,666e7ddb-9472-47b1-a200-4cd868cbf766,2022-10-28 12:49:23,PIX,dcfbedbb-7653-4267-95b7-aa809cacccd2,Entregue,Aplicativo,Google Ads,Total Express,BR1044560314,3.0,479.8
b8463f7e-b18b-4dc5-a057-5a7e84c912c1,4be952f2-d34a-49f5-b8fb-1093050c2074,2023-11-03 04:31:26,PIX,078820c5-4297-460b-8315-4d9465e949e4,Entregue,Site,Orgânico,Total Express,BR4820944917,7.0,1059.6
721b80f4-c055-4fad-8367-3d9bc3c29848,8f5ab00a-78b3-4c0d-9437-dfb2392199e9,2025-11-02 11:06:23,PIX,bee8d1bb-857d-44cf-b1ee-e487d63a3c70,Cancelado,Site,Orgânico,,,,719.8
a8561053-7693-498c-9729-66bf50126d22,08d66c79-97a8-46ff-ab78-84fa11385563,2023-12-03 22:19:06,PIX,98b4ec66-0643-40a7-90c7-4c69d1aa3c51,Entregue,Aplicativo,Orgânico,Jadlog,BR2812593211,2.0,89.9
62e94edb-66f7-4891-959e-59ad9edd5777,76261042-1d88-457d-92a4-70439960db31,2023-08-16 05:00:53,PIX,d6154219-afff-4601-ac2d-b177f284d216,Entregue,Aplicativo,Facebook,Total Express,BR2987660284,9.0,1399.6
c2b03526-10e0-40a0-af4f-5ee587c47fa6,2eaa9244-bb97-42bd-abbb-cfd70d466f85,2024-11-19 22:15:17,PIX,7be35a36-ffa3-4950-bac8-d59dc00101a8,Entregue,Marketplace,Orgânico,Jadlog,BR0443646373,8.0,459.7
6316370d-cffa-4d09-899c-898354af56f2,7d235ec0-e3a4-468f-9b70-de012b7afc58,2025-11-09 03:03:51,PIX,32ddd6d6-4411-4d2f-ac81-62dd026606ab,Entregue,Site,Google Ads,Total Express,BR0352356618,6.0,509.7
a1753827-ed3d-414e-9548-bd99471dd59e,3cf69b05-c01c-43fc-90d9-3cbc4c3f931b,2026-05-27 01:02:18,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Total Express,BR1539079645,8.0,259.8
a4a836f7-59e3-42e0-bc5b-1dd3103078fc,f91ed125-a7cc-4dfd-935b-26dd3f057ed5,2025-12-12 22:12:48,Cartão de Débito,,Entregue,Aplicativo,Google Ads,Jadlog,BR5318981638,4.0,159.8
3224abe0-e341-4170-a6e8-c73f84cb3d9e,ef3ef93c-caf0-4e5f-898b-3f5086c4320c,2022-10-31 16:48:02,PIX,859ff1b6-07ee-4de8-9c54-25b257cf030d,Entregue,Site,E-mail Marketing,Correios,BR5066986515,4.0,219.9
52cb67e7-df81-43db-834e-496cdeb03500,f1bd70f2-f693-4a1a-a218-92ac6c05ed82,2024-10-16 13:37:53,PIX,4342b856-e971-4756-92f7-bdab200cb7b0,Entregue,Site,Orgânico,Total Express,BR6731596957,9.0,1559.6
2b0efab8-68dd-4486-8c92-afe8e1749196,e4376c91-1dde-47a9-bfea-8263e6cffb69,2023-03-22 03:15:16,Cartão de Crédito,,Entregue,Site,Google Ads,Jadlog,BR8956688466,5.0,939.5
0febe80c-77d1-4372-9934-56bb47585794,63f94a60-c987-41c5-829e-806ea30c20cf,2026-01-16 11:59:25,Cartão de Débito,,Entregue,Site,Google Ads,Loggi,BR5851085575,7.0,419.7
29b300a2-5d9a-4545-ab8f-16f12326629c,bf1f569c-8d63-474e-8597-d00ece41ebe7,2023-08-14 00:28:25,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Jadlog,BR0524975362,6.0,359.8
029832ac-2599-438f-9c29-2b4c5586a541,2d4953c7-6a4d-4c49-a5a9-6d122c98400c,2025-10-07 09:59:01,Cartão de Crédito,,Entregue,Marketplace,Google Ads,Correios,BR7426502103,6.0,159.9
3de750f5-7834-4578-a147-b973c2eafd18,f1bd70f2-f693-4a1a-a218-92ac6c05ed82,2026-04-22 14:24:42,Cartão de Débito,,Entregue,Site,Google Ads,Correios,BR7291137890,10.0,439.8
ca8240b3-3762-48e2-b6dd-8840fd3d3f7a,7d1ec55d-61dd-43f0-b902-160f58de53c2,2025-04-19 00:41:36,Cartão de Crédito,,Entregue,Site,Facebook,Loggi,BR3844349425,3.0,679.6
7ce699b1-aa18-47f4-8a6b-a8425bbc234c,a2c499ae-8bf1-428a-add4-fc4a5b1db576,2025-07-28 05:04:26,Cartão de Débito,,Entregue,Marketplace,Orgânico,Correios,BR1628298158,4.0,659.6
ae4987f9-6314-4711-8fc9-aad76612ab13,a9c0c471-80e0-44cf-84ba-20345f561ed2,2022-11-16 20:43:09,Cartão de Crédito,,Entregue,Marketplace,Facebook,Jadlog,BR1008029809,8.0,839.8
bedbc6ce-7182-4149-941b-0048c29011f4,70babf20-3911-44bd-a554-bae0e4aeb875,2023-05-24 05:38:41,PIX,19cd4dba-d334-4847-8fab-398a18ba6970,Entregue,Site,Instagram,Jadlog,BR4630698241,8.0,1309.6
fc12257e-e411-42f5-9900-14ed8cc6313d,8e4e7657-78fb-4394-bef3-35d02f8a1482,2025-09-30 16:53:39,Cartão de Débito,,Entregue,Site,Google Ads,Jadlog,BR8453019256,3.0,289.8
733de3b0-ea59-4015-a647-d97d31dd5a3f,4d23ec59-3172-481b-b858-b7a0d111b793,2024-11-13 20:38:21,Cartão de Débito,,Entregue,Aplicativo,Google Ads,Total Express,BR7282378212,5.0,319.7
42c749b8-29ce-41e8-b46e-4a75698d0900,ed74e447-5a63-41ce-b5b9-01548df059f5,2023-08-03 08:23:15,PIX,7863ad7e-3dfe-40a5-84ec-9af36ad4511d,Entregue,Aplicativo,Instagram,Loggi,BR5393991794,7.0,709.6
b27ffa96-7a7f-45db-8674-0063acdda0c9,22d58c64-8711-4c1e-9619-5f0285ba8e83,2024-08-01 14:59:08,PIX,23c0e295-f199-4681-8b7b-56f6eaf74ade,Entregue,Site,Orgânico,Correios,BR5402658336,7.0,719.6
da33f700-b823-4849-866e-2f560670e529,2add8722-7133-4996-b64a-11700ec18d54,2022-10-14 22:11:58,PIX,a5c7f334-3ab3-4042-825c-ba0a10f12fad,Entregue,Aplicativo,Orgânico,Jadlog,BR3966136661,7.0,479.8
ef5af339-389e-4b4a-b3fb-810e37e8a632,3e456f53-f83c-4f8a-8749-4b20915c8f70,2024-06-10 02:40:46,PIX,7f0933a1-cff4-4743-aae7-d48832f63e40,Cancelado,Site,Instagram,,,,219.8
72656c85-85e5-43fe-85eb-b6a17d7d6b7b,330380ad-134f-4303-801e-58a50d66e7b0,2022-07-27 11:09:00,Cartão de Débito,,Entregue,Site,Facebook,Jadlog,BR0504862599,2.0,439.8
3830a808-9b9f-426a-86ef-ffefb44ba366,383d523d-05f4-4652-a609-9f052d7a076a,2024-05-25 02:07:40,Cartão de Crédito,,Cancelado,Site,Orgânico,,,,199.9
6be60ae2-ffc9-4a52-b0ed-b954c22c6019,c048b873-d8e7-4244-89f1-9bd977de3c36,2023-01-11 01:35:14,PIX,cb392de5-3739-4fce-bacf-1aeb59553721,Entregue,Site,Google Ads,Correios,BR7430162558,2.0,959.5
b96b018a-3b3f-4c8c-b9fd-b99e1dd22dfa,b23cf705-65fa-4bf3-8be6-1afb4f23d84b,2024-08-15 14:36:57,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Jadlog,BR4631977073,4.0,389.9
9499b660-0113-47a4-9f35-fa78a24d08ca,4399a79c-594a-4794-9e25-14a2ce2dc2d9,2024-11-24 02:26:43,PIX,a8099a99-feb5-4aa1-9ef7-01c3bc7ffa77,Entregue,Aplicativo,E-mail Marketing,Correios,BR5561334781,8.0,329.9
51c2d247-c610-4ca2-95ee-4f767a8b1c5c,f72b0e52-bb3e-4bc5-8b75-e385b9f61d2d,2024-12-02 07:04:29,PIX,6a55ff3d-60cd-4b54-890b-234ec900fecf,Entregue,Site,Google Ads,Loggi,BR5643703901,10.0,729.6
2a0dee81-7b7b-427f-969e-28b0c4a318b0,728d2bac-746c-4674-b75c-daa9214aa425,2024-01-21 20:27:58,PIX,c9c2076b-6671-440c-aa75-336148d1000e,Entregue,Site,Orgânico,Correios,BR8558539308,6.0,1279.5
c45b2853-09f1-43e2-a7d2-ddc143d96b73,616e0e1b-dcad-4c70-a56d-6bd2371c59da,2025-04-26 21:14:58,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Correios,BR3749755264,9.0,699.6
b4a67c23-e54e-4eb7-9110-ac3d0a6a575f,db74bc16-ff58-439c-8ebe-7ec270ba259a,2022-12-24 06:34:42,Cartão de Crédito,,Entregue,Site,Google Ads,Jadlog,BR3847078691,7.0,889.7
1424894e-f08f-40ef-94c5-d7d543530d3c,72f5a40d-d462-4114-ab58-5ea7434b7232,2026-06-19 09:44:30,PIX,38fac29f-ef7c-49c3-a10c-0c6c6d4d5405,Entregue,Site,Google Ads,Correios,BR5919118402,9.0,929.7
72b4955b-e4a5-4a38-892f-2d19ac882def,2436d98b-6d82-4b0a-aaa7-ca4934011a13,2024-06-03 04:58:56,PIX,147cbb37-7c69-40bd-afd8-94849d9c91df,Entregue,Site,Orgânico,Loggi,BR7461094855,5.0,559.5
e52ed18f-d925-46d0-9ff2-82b47ae4732b,d6dca17a-bbaf-447d-b6b9-287768137429,2024-08-30 11:49:55,Cartão de Crédito,,Entregue,Marketplace,Facebook,Total Express,BR9691080844,4.0,779.5
3e9d21a7-3f9e-4dcb-a37f-51ea7f34a5aa,0dcb3501-3199-42f8-8583-7cc13fcb077b,2025-03-15 20:01:35,PIX,a13a8575-810a-4cea-b71d-9a7ca8f7601a,Entregue,Site,Facebook,Jadlog,BR7361686552,4.0,599.7
08902b86-2d07-473d-9877-dfc61049d261,8e649b13-7537-49d8-9e9e-9dde5a490975,2025-09-03 08:55:35,Cartão de Débito,,Entregue,Aplicativo,Instagram,Total Express,BR1149980289,2.0,389.9
6ff14758-2855-465d-853a-4ef96c13ae02,3fa16f5b-f5b8-4c9d-a107-8da646310218,2025-11-07 05:23:48,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Total Express,BR3343283804,2.0,729.7
ab340eb6-9daf-40ff-a837-4f75f81b6639,8aa5476e-0935-45c3-93df-4cd566eee150,2025-07-01 04:50:11,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Total Express,BR7584867887,7.0,1599.5
22000372-51bb-4a2b-8254-c6e8a8c980d0,34dfbb24-9421-4b00-98d0-923c2eb63139,2025-09-03 18:24:28,Cartão de Débito,,Cancelado,Site,Facebook,,,,639.6
53a360e6-2c07-4cb3-87f0-cd5395c1895c,df705806-7f8f-406a-9a95-15013adc4e07,2023-10-31 08:07:39,PIX,31e180e6-224b-409a-886d-3e0c3516c4e1,Entregue,Marketplace,Orgânico,Loggi,BR8337316226,9.0,109.9
6c257456-8a54-4f1e-a744-fd224be44c3f,f3fac21f-b126-45c1-ae8a-6f94083c5867,2025-07-17 22:58:53,PIX,6f3bb87c-e74e-4acc-8ef8-a3a9c98c514d,Entregue,Aplicativo,Facebook,Total Express,BR5261327606,10.0,699.4
fe6a7f51-89f8-48cc-a7a2-3dc88a910926,432f97c5-031f-4d85-a330-8e5742cbe8cd,2023-12-27 22:03:01,PIX,fa836be4-511a-454e-a829-056e6abbb305,Entregue,Aplicativo,Orgânico,Loggi,BR8021836841,3.0,839.6
2b91ad7c-5673-4e86-bc4c-6753a031e652,ef3ef93c-caf0-4e5f-898b-3f5086c4320c,2025-02-08 02:12:45,Cartão de Crédito,,Entregue,Aplicativo,Google Ads,Loggi,BR4132374014,8.0,399.8
cd77cea5-af4f-45e3-95e7-2b77faff76fc,a9c0c471-80e0-44cf-84ba-20345f561ed2,2024-04-22 02:53:53,Cartão de Crédito,,Entregue,Site,E-mail Marketing,Jadlog,BR0951929126,6.0,179.9
79e1840a-1358-470c-a1d7-adc37a09c2ac,9d62b556-b59a-436f-988e-9d79947e7aab,2023-09-27 10:55:50,PIX,1b352a80-42cc-4862-a920-ac87c75dd3f3,Entregue,Marketplace,Facebook,Total Express,BR6817515589,10.0,759.7
5739e21d-2916-4eac-9fca-d3a5b22105c9,b31fbd06-daa5-4057-bc1d-df394f654c36,2022-12-24 16:15:05,Cartão de Crédito,,Entregue,Site,Instagram,Loggi,BR2063430503,6.0,439.8
c57920a3-39d5-4ed8-be20-a796961b2d0a,6650d46d-19ec-4f64-9941-ef7643d46319,2026-06-19 22:23:04,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Total Express,BR8266798373,2.0,839.6
9648260c-7fcb-4b71-828a-ea0e8ffd2230,8c469081-6a36-44aa-abba-ba5bb18ca425,2024-01-27 06:56:47,PIX,f3d47cec-cbb0-4ddd-afea-630e5597b4ce,Entregue,Site,Orgânico,Loggi,BR6295790123,3.0,299.8
75bae26d-fa74-4bf9-a7a3-05ef7b9561f8,75882083-3355-4b5d-8a36-2bb6c5d8e564,2023-11-16 16:58:37,Cartão de Débito,,Cancelado,Site,Orgânico,,,,479.8
cf66113e-bf72-4457-b29d-8f1728becac6,6ae66481-ab12-4f73-ab3e-0e96fc74870b,2024-11-14 10:52:03,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Loggi,BR3116400646,2.0,859.7
a9aa4c05-f920-4f65-9a01-8a1bbfedbead,48b9a534-40c0-4f27-929a-98f713763e00,2026-06-08 00:10:07,PIX,d44f17dc-3c4e-4ef5-b177-02ad3038fb21,Entregue,Aplicativo,Orgânico,Jadlog,BR1986947945,6.0,469.5
2d5a8878-b15a-4d50-a9b2-3f4178a603e4,80426826-3676-46fa-9e02-abb4b4c507a7,2025-08-23 12:12:32,PIX,c9b9b159-ddb3-4df6-9431-04e880445b96,Entregue,Aplicativo,Orgânico,Total Express,BR4904464494,2.0,519.7
684ee545-df84-475c-8548-f902f88818c6,1d5f2e00-806a-4704-9a76-33d6b9d0ff80,2023-05-28 05:41:31,PIX,3aa559a2-8153-4069-b971-4f0006ccdb9e,Entregue,Site,Google Ads,Correios,BR0353829090,2.0,419.9
ee417502-4e95-4684-adbd-fc65de99431c,c59c59c2-5c5c-4a41-a80d-fc61ac65e48d,2025-06-05 05:13:22,PIX,a331b121-844a-4b3d-8c21-28fc0fa918a6,Entregue,Site,Facebook,Jadlog,BR7566829698,4.0,319.7
49afa088-265d-45e9-b24d-b5b9b887a213,9aed6355-e724-4403-af0f-e098bbdb3159,2022-09-15 01:37:36,PIX,112bb3ab-cbe7-417f-ada9-c19ea4ff9d49,Entregue,Aplicativo,Google Ads,Correios,BR9283907609,8.0,1119.6
f74493bd-a8b1-4409-be2a-df499947afb1,958ca825-1406-404e-93a4-7374e2c5038c,2023-06-21 06:15:28,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Loggi,BR4982849568,3.0,869.6
a05084b4-c0bd-4fa6-ab59-b629f247a179,bd53f7b1-7c15-4b86-8235-df95b3fad006,2025-03-12 20:08:29,PIX,2dcf4e1c-6284-429f-b9fe-ea42a4e79529,Entregue,Site,Orgânico,Jadlog,BR4971361566,8.0,239.9
29c24db2-8536-4493-8457-f1b19ac0c4b4,b3a8b097-290a-4565-849f-70410f256f8d,2025-03-29 18:31:37,Cartão de Débito,,Entregue,Site,Google Ads,Total Express,BR5907627859,4.0,1489.5
7401315e-5a28-4902-8ff9-6ce51c6e3eb0,0dedf90d-c043-4747-bb3f-76a5f5d0be0e,2025-11-04 22:59:30,Cartão de Crédito,,Cancelado,Site,Instagram,,,,1159.5
cc490617-5cf0-46ee-b557-e64f8f9759b7,f00b5e18-fc08-41a3-837a-0b942ee77f7a,2022-11-09 11:13:02,Cartão de Crédito,,Entregue,Site,Instagram,Loggi,BR8834265244,3.0,989.5
5ae9ca66-c326-424b-a55f-dd158af3ad11,3bb3a09d-612a-40dd-860d-ab33795d8fe6,2026-03-18 06:07:56,PIX,e1a4b564-45e0-4c90-90af-78304b500d87,Entregue,Aplicativo,Instagram,Total Express,BR7193946864,4.0,159.9
456db99b-ec84-4b40-a59b-3cdac403b883,958ca825-1406-404e-93a4-7374e2c5038c,2026-02-07 05:51:31,PIX,b1d15e7b-624a-4032-95bd-764b1e44a9ac,Entregue,Site,Instagram,Jadlog,BR3271934676,10.0,549.7
28c8995e-5aa7-4a2d-87bc-e47895adb792,e49e84bd-ca92-4c6d-a6cf-ff8d6fe8f78b,2025-06-17 03:32:30,Cartão de Crédito,,Entregue,Site,Instagram,Jadlog,BR8584797125,4.0,239.8
f7c049b8-e736-4e4a-864b-89ea2e75da32,53860d9b-b409-4219-b1d9-c06bf0452b0e,2022-10-10 06:54:13,Cartão de Débito,,Entregue,Site,Instagram,Loggi,BR6944908646,10.0,179.8
fc113065-c7f9-4677-8b76-27f580e575f1,db16cbf8-796f-43c3-8968-f3c6fa130632,2024-10-29 14:09:40,Cartão de Crédito,,Entregue,Marketplace,Facebook,Total Express,BR8135709140,6.0,119.9
b2a969b8-03b0-41d2-9621-fef41450ce64,1964eedc-0583-4721-a42c-6d5cb97ff9a9,2025-07-01 17:39:04,Cartão de Débito,,Entregue,Site,Orgânico,Correios,BR3821018136,5.0,389.9
bd7a0c77-97ed-4bfc-9865-a4f0ecaaa241,64682676-3fc8-4a02-803d-f76043751a8f,2023-01-14 18:19:45,Cartão de Crédito,,Entregue,Site,E-mail Marketing,Jadlog,BR1722847797,9.0,1219.4
4641e651-c76a-4b6a-a3d3-007728b1f22e,8ba2519d-890b-4c6f-81e9-11f61bf873ef,2022-08-22 08:34:31,Cartão de Crédito,,Entregue,Aplicativo,Google Ads,Jadlog,BR1248377328,4.0,119.9
9aee33fb-13cb-4c00-aa8c-1d7442a1f94d,078f6801-7ed3-448b-a2c0-43a77e3f62b1,2024-09-08 05:43:16,Cartão de Crédito,,Entregue,Site,Orgânico,Jadlog,BR1426121052,3.0,279.7
44912895-679e-4cb5-9601-5634e9957cd7,85635836-efc8-4f76-9886-c2263f4e459e,2024-09-10 11:21:30,Cartão de Crédito,,Entregue,Site,Google Ads,Correios,BR2791435919,10.0,359.8
19510045-186e-4215-8d15-92ccbaae4be2,4399a79c-594a-4794-9e25-14a2ce2dc2d9,2024-12-07 14:20:34,PIX,6d1f481f-f56a-4b5b-b905-22a7b2f8f0d4,Cancelado,Aplicativo,Facebook,,,,959.7
89b93177-998b-4b58-8303-8dbac99b6627,1f084ac1-2c71-4bf5-a2f9-b87d71c080cd,2025-11-07 20:45:28,Cartão de Crédito,,Entregue,Site,Orgânico,Jadlog,BR4074211607,7.0,889.6
e976be36-d754-44a1-a7c7-04c8d4103bf8,d6dca17a-bbaf-447d-b6b9-287768137429,2024-05-03 17:06:06,PIX,cd022590-33de-4012-a4b7-1c22dd171433,Entregue,Site,E-mail Marketing,Jadlog,BR2212878175,3.0,999.6
2c789903-deab-4a83-a5e8-479b3ed3e0da,fa597a38-df37-4982-8795-20418bc6048d,2025-07-20 16:03:34,Cartão de Crédito,,Entregue,Site,Facebook,Correios,BR0832680134,5.0,1419.5
86d228b3-b5ef-4b2d-b7a0-a28b8e048d99,2699f031-7626-4b5c-94c1-c9aeb2f9333c,2024-02-02 23:32:59,Cartão de Crédito,,Entregue,Site,Instagram,Correios,BR7724412141,9.0,99.9
295a750f-c085-441d-b7b4-6ad3d4247dda,9d62b556-b59a-436f-988e-9d79947e7aab,2022-10-26 23:03:14,PIX,4df15c44-69d0-446b-bdd7-08b50892fa86,Entregue,Site,Orgânico,Loggi,BR2009517276,9.0,1659.5
d63b3324-b24f-4361-85bb-84edc6fd6e92,c7654e50-ff68-4db0-b686-08f07fdd838b,2024-11-20 06:50:53,Cartão de Crédito,,Entregue,Site,Orgânico,Total Express,BR5283170672,9.0,119.9
8ff44e6a-ab1a-436a-8dbb-0ee22ad149c6,6c78ccbd-8157-4977-b415-e6622284cc7f,2025-12-11 06:33:53,Cartão de Débito,,Entregue,Site,Instagram,Correios,BR8051516833,3.0,179.9
6fec8d65-0e1a-48b4-b069-eb14c25063fa,9b28a7a6-2c04-4576-bc76-c5e19cd58971,2024-12-02 12:40:31,PIX,a2c6da01-54f9-4b43-a359-f4356deb5b5d,Entregue,Marketplace,Facebook,Correios,BR7776004325,5.0,79.9
48351d1d-7a9c-4ee6-ac56-7dbfa7a07a17,eaf8bd98-49e3-4970-bfe0-09ae806b4eed,2024-03-31 04:41:33,Cartão de Crédito,,Entregue,Site,Instagram,Loggi,BR9755931218,4.0,819.6
7f93e060-cd07-4d20-af8a-490183a1ec57,c49d8c06-e054-47bc-944b-c01f154cc80a,2026-05-03 20:40:33,Cartão de Crédito,,Entregue,Aplicativo,Orgânico,Loggi,BR9649448555,7.0,739.6
d11fddcc-4cd3-4e00-b110-64dab692c714,c3f76406-e966-44fe-a6e9-31d3e3688c58,2024-09-21 20:47:52,Cartão de Crédito,,Entregue,Marketplace,Orgânico,Total Express,BR0349774926,2.0,499.7
